Timestamp,EnvID,SensorName,ContactID,ContactIndex,PosX,PosY,PosZ,QuatW,QuatX,QuatY,QuatZ,Fx,Fy,Fz,ForceMagnitude,ForceAlongNormal
0.2000,0,gripper_right_sensor_3,0,0,0.4417,0.0334,0.3167,-0.6530,0.6693,0.2733,0.2254,0.6606,-15.5748,0.6386,15.6019,-15.6001
0.4000,0,gripper_right_sensor_2,0,0,0.4439,0.0146,0.1669,-0.6824,0.7002,0.2070,0.0347,152.1965,26.1384,54.0270,163.6029,-13.8192
0.4000,0,gripper_right_sensor_3,0,0,0.4384,0.0124,0.1548,-0.6824,0.7002,0.2070,0.0347,7.5173,-39.1215,2.0962,39.8923,-39.8443
0.6000,0,gripper_left_sensor_3,0,0,0.5010,-0.0846,0.0938,0.7046,0.6806,0.0663,0.1895,-1.6175,4.1146,-0.3224,4.4329,-4.4322
0.6000,0,gripper_left_sensor_4,0,0,0.5097,-0.0812,0.0954,0.7046,0.6806,0.0663,0.1895,-1.9478,4.9549,-0.3883,5.3382,-5.3373
0.6000,0,gripper_right_sensor_2,0,0,0.4794,-0.0051,0.0995,-0.6806,0.7046,0.1895,-0.0663,0.3244,-0.8252,0.0646,0.8890,-0.8888
0.6000,0,gripper_right_sensor_4,0,0,0.4811,-0.0051,0.0901,-0.6806,0.7046,0.1895,-0.0663,2.8048,-7.1347,0.5588,7.6866,-7.6853
0.8000,0,gripper_left_sensor_3,0,0,0.5217,-0.0823,0.0394,0.7033,0.6979,0.0756,0.1117,-0.6769,2.3971,-0.0502,2.4914,-2.4911
0.8000,0,gripper_left_sensor_4,0,0,0.5309,-0.0798,0.0399,0.7033,0.6979,0.0756,0.1117,-0.6203,2.3182,-0.0362,2.4001,-2.4000
0.8000,0,gripper_right_sensor_2,0,0,0.5088,-0.0003,0.0482,-0.6979,0.7033,0.1117,-0.0756,0.2218,-0.7854,0.0164,0.8163,-0.8162
0.8000,0,gripper_right_sensor_4,0,0,0.5093,-0.0004,0.0387,-0.6979,0.7033,0.1117,-0.0756,3.6192,-13.5288,0.2256,14.0063,-14.0059
1.0000,0,gripper_left_sensor_3,0,0,0.5355,-0.0807,0.0224,0.7006,0.7038,0.0801,0.0860,-0.4091,1.6904,0.0042,1.7392,-1.7392
1.0000,0,gripper_left_sensor_4,0,0,0.5448,-0.0785,0.0225,0.7006,0.7038,0.0801,0.0860,-0.3595,1.4855,0.0037,1.5284,-1.5283
1.0000,0,gripper_right_sensor_2,0,0,0.5254,0.0017,0.0323,-0.7038,0.7006,0.0860,-0.0801,0.0380,-0.1570,-0.0004,0.1616,-0.1616
1.0000,0,gripper_right_sensor_3,0,0,0.5163,-0.0004,0.0227,-0.7038,0.7006,0.0860,-0.0801,0.0060,-0.0246,-0.0001,0.0253,-0.0253
1.0000,0,gripper_right_sensor_4,0,0,0.5255,0.0018,0.0228,-0.7038,0.7006,0.0860,-0.0801,3.7407,-15.4552,-0.0388,15.9015,-15.9011
1.2000,0,gripper_left_sensor_3,0,0,0.5436,-0.0806,0.0155,0.6990,0.7064,0.0823,0.0749,-0.3659,1.6096,0.0184,1.6508,-1.6508
1.2000,0,gripper_left_sensor_4,0,0,0.5529,-0.0785,0.0154,0.6990,0.7064,0.0823,0.0749,-0.3258,1.4336,0.0164,1.4702,-1.4702
1.2000,0,gripper_right_sensor_3,0,0,0.5254,-0.0002,0.0164,-0.7064,0.6990,0.0749,-0.0823,0.0871,-0.3832,-0.0044,0.3930,-0.3929
1.2000,0,gripper_right_sensor_4,0,0,0.5346,0.0019,0.0163,-0.7064,0.6990,0.0749,-0.0823,3.4406,-15.1373,-0.1740,15.5244,-15.5241
1.4000,0,gripper_left_sensor_4,0,0,0.5563,-0.0795,0.0130,0.6985,0.7073,0.0829,0.0706,-0.9098,4.1196,0.0585,4.2192,-4.2192
1.4000,0,gripper_right_sensor_3,0,0,0.5293,-0.0010,0.0143,-0.7073,0.6985,0.0706,-0.0829,0.1115,-0.5048,-0.0072,0.5171,-0.5170
1.4000,0,gripper_right_sensor_4,0,0,0.5385,0.0011,0.0141,-0.7073,0.6985,0.0706,-0.0829,3.2973,-14.9297,-0.2125,15.2910,-15.2907
1.6000,0,gripper_left_sensor_4,0,0,0.5580,-0.0808,0.0121,0.6986,0.7074,0.0826,0.0684,-1.1289,5.2015,0.0766,5.3231,-5.3230
1.6000,0,gripper_right_sensor_3,0,0,0.5312,-0.0021,0.0135,-0.7074,0.6986,0.0684,-0.0826,0.1090,-0.5022,-0.0074,0.5140,-0.5140
1.6000,0,gripper_right_sensor_4,0,0,0.5405,-0.0001,0.0133,-0.7074,0.6986,0.0684,-0.0826,3.2420,-14.9385,-0.2205,15.2879,-15.2876
1.8000,0,gripper_left_sensor_1,0,0,0.5487,-0.0844,0.0217,0.7001,0.7083,0.0701,0.0561,-0.0054,0.0288,0.0004,0.0293,-0.0293
1.8000,0,gripper_left_sensor_3,0,0,0.5485,-0.0844,0.0122,0.7001,0.7083,0.0701,0.0561,-0.9212,4.9005,0.0666,4.9868,-4.9866
1.8000,0,gripper_left_sensor_4,0,0,0.5579,-0.0827,0.0120,0.7001,0.7083,0.0701,0.0561,-0.4769,2.5367,0.0345,2.5814,-2.5812
1.8000,0,gripper_right_sensor_2,0,0,0.5433,-0.0012,0.0226,-0.7083,0.7001,0.0561,-0.0701,0.0222,-0.1134,-0.0016,0.1155,-0.1155
1.8000,0,gripper_right_sensor_4,0,0,0.5431,-0.0011,0.0131,-0.7083,0.7001,0.0561,-0.0701,2.8535,-15.6982,-0.2035,15.9568,-15.9564
2.0000,0,gripper_left_sensor_1,0,0,0.5470,-0.0850,0.0220,0.7037,0.7090,0.0367,0.0256,-0.0014,0.0159,0.0001,0.0160,-0.0160
2.0000,0,gripper_left_sensor_3,0,0,0.5469,-0.0849,0.0125,0.7037,0.7090,0.0367,0.0256,-0.1318,1.4517,0.0120,1.4577,-1.4577
2.0000,0,gripper_left_sensor_4,0,0,0.5564,-0.0841,0.0124,0.7037,0.7090,0.0367,0.0256,-0.9047,9.9043,0.0881,9.9459,-9.9456
2.0000,0,gripper_right_sensor_4,0,0,0.5490,-0.0008,0.0131,-0.7090,0.7037,0.0256,-0.0367,1.4547,-15.4972,-0.1337,15.5659,-15.5653
