Timestamp,EnvID,SensorName,ContactID,ContactIndex,PosX,PosY,PosZ,QuatW,QuatX,QuatY,QuatZ,Fx,Fy,Fz,ForceMagnitude,ForceAlongNormal
0.2000,0,gripper_left_sensor_3,0,0,0.4341,-0.0391,0.3180,0.6719,0.6528,-0.2308,0.2629,-0.6821,30.2229,-1.0609,30.2492,-30.2463
0.4000,0,gripper_left_sensor_4,0,0,0.4267,-0.0189,0.1502,0.7018,0.6900,-0.0828,0.1567,-2.4678,26.7453,-0.8676,26.8729,-26.8714
0.6000,0,gripper_left_sensor_3,0,0,0.4338,-0.0167,0.0587,0.7080,0.7015,0.0009,0.0809,-0.0765,0.6772,-0.0112,0.6816,-0.6816
0.6000,0,gripper_left_sensor_4,0,0,0.4432,-0.0156,0.0597,0.7080,0.7015,0.0009,0.0809,-3.0397,26.8964,-0.4447,27.0713,-27.0707
0.6000,0,gripper_right_sensor_2,0,0,0.4323,0.0696,0.0679,-0.7015,0.7080,0.0809,-0.0009,0.0114,-0.1012,0.0017,0.1019,-0.1019
0.6000,0,gripper_right_sensor_3,0,0,0.4240,0.0685,0.0573,-0.7015,0.7080,0.0809,-0.0009,0.1893,-1.6753,0.0276,1.6862,-1.6861
0.6000,0,gripper_right_sensor_4,0,0,0.4334,0.0696,0.0584,-0.7015,0.7080,0.0809,-0.0009,0.6555,-5.7995,0.0957,5.8372,-5.8371
0.8000,0,gripper_left_sensor_3,0,0,0.4530,-0.0117,0.0319,0.7087,0.7022,0.0337,0.0587,-0.1363,1.0488,-0.0124,1.0577,-1.0577
0.8000,0,gripper_left_sensor_4,0,0,0.4624,-0.0105,0.0322,0.7087,0.7022,0.0337,0.0587,-3.3201,25.5510,-0.3022,25.7676,-25.7671
0.8000,0,gripper_right_sensor_3,0,0,0.4419,0.0729,0.0309,-0.7022,0.7087,0.0587,-0.0337,0.1609,-1.2860,0.0152,1.2961,-1.2961
0.8000,0,gripper_right_sensor_4,0,0,0.4513,0.0741,0.0313,-0.7022,0.7087,0.0587,-0.0337,0.6279,-4.8322,0.0570,4.8731,-4.8730
1.0000,0,gripper_left_sensor_3,0,0,0.4672,-0.0074,0.0203,0.7088,0.7020,0.0502,0.0485,-0.1568,1.1242,-0.0110,1.1352,-1.1351
1.0000,0,gripper_left_sensor_4,0,0,0.4767,-0.0061,0.0203,0.7088,0.7020,0.0502,0.0485,-3.2549,23.3390,-0.2278,23.5660,-23.5655
1.0000,0,gripper_right_sensor_3,0,0,0.4554,0.0767,0.0195,-0.7020,0.7088,0.0485,-0.0502,0.1590,-1.1823,0.0118,1.1930,-1.1929
1.0000,0,gripper_right_sensor_4,0,0,0.4648,0.0780,0.0195,-0.7020,0.7088,0.0485,-0.0502,0.8138,-5.8355,0.0567,5.8922,-5.8921
1.2000,0,gripper_left_sensor_3,0,0,0.4785,-0.0042,0.0147,0.7080,0.7021,0.0608,0.0462,-0.1780,1.1756,-0.0085,1.1890,-1.1890
1.2000,0,gripper_left_sensor_4,0,0,0.4879,-0.0028,0.0145,0.7080,0.7021,0.0608,0.0462,-2.9475,19.4627,-0.1401,19.6851,-19.6847
1.2000,0,gripper_right_sensor_2,0,0,0.4753,0.0809,0.0235,-0.7021,0.7080,0.0462,-0.0608,0.0041,-0.0269,0.0002,0.0272,-0.0272
1.2000,0,gripper_right_sensor_3,0,0,0.4657,0.0793,0.0141,-0.7021,0.7080,0.0462,-0.0608,0.1993,-1.3160,0.0094,1.3311,-1.3310
1.2000,0,gripper_right_sensor_4,0,0,0.4751,0.0808,0.0139,-0.7021,0.7080,0.0462,-0.0608,1.2080,-8.2528,0.0624,8.3410,-8.3407
1.4000,0,gripper_left_sensor_3,0,0,0.4857,-0.0020,0.0121,0.7070,0.7023,0.0679,0.0476,-0.2035,1.2405,-0.0056,1.2571,-1.2571
1.4000,0,gripper_left_sensor_4,0,0,0.4951,-0.0005,0.0118,0.7070,0.7023,0.0679,0.0476,-2.6866,16.3769,-0.0735,16.5960,-16.5956
1.4000,0,gripper_right_sensor_2,0,0,0.4816,0.0826,0.0209,-0.7023,0.7070,0.0476,-0.0679,-0.5153,0.2880,-0.0030,0.5903,0.3682
1.4000,0,gripper_right_sensor_3,0,0,0.4719,0.0810,0.0117,-0.7023,0.7070,0.0476,-0.0679,0.1994,-1.2156,0.0054,1.2319,-1.2318
1.4000,0,gripper_right_sensor_4,0,0,0.4813,0.0826,0.0114,-0.7023,0.7070,0.0476,-0.0679,1.5739,-9.9170,0.0492,10.0412,-10.0408
1.6000,0,gripper_left_sensor_4,0,0,0.4989,0.0011,0.0105,0.7061,0.7026,0.0722,0.0496,-2.8412,16.3117,-0.0373,16.5573,-16.5570
1.6000,0,gripper_right_sensor_3,0,0,0.4751,0.0821,0.0106,-0.7026,0.7061,0.0496,-0.0722,0.1770,-1.0161,0.0023,1.0314,-1.0313
1.6000,0,gripper_right_sensor_4,0,0,0.4844,0.0838,0.0103,-0.7026,0.7061,0.0496,-0.0722,1.8354,-10.5373,0.0237,10.6959,-10.6957
1.8000,0,gripper_left_sensor_4,0,0,0.5005,0.0019,0.0100,0.7057,0.7028,0.0741,0.0506,-2.8581,16.0050,-0.0198,16.2582,-16.2579
1.8000,0,gripper_right_sensor_3,0,0,0.4764,0.0828,0.0102,-0.7028,0.7057,0.0506,-0.0741,0.1657,-0.9277,0.0011,0.9424,-0.9424
1.8000,0,gripper_right_sensor_4,0,0,0.4857,0.0845,0.0099,-0.7028,0.7057,0.0506,-0.0741,1.9484,-10.9107,0.0131,11.0833,-11.0831
2.0000,0,gripper_left_sensor_4,0,0,0.5012,0.0025,0.0099,0.7055,0.7028,0.0752,0.0515,-2.8600,15.7724,-0.0119,16.0296,-16.0293
2.0000,0,gripper_right_sensor_3,0,0,0.4769,0.0834,0.0101,-0.7028,0.7055,0.0515,-0.0752,0.1628,-0.8976,0.0006,0.9122,-0.9122
2.0000,0,gripper_right_sensor_4,0,0,0.4863,0.0851,0.0098,-0.7028,0.7055,0.0515,-0.0752,2.0168,-11.1223,0.0079,11.3037,-11.3034
2.2000,0,gripper_left_sensor_4,0,0,0.5016,0.0029,0.0098,0.7053,0.7028,0.0760,0.0522,-2.8672,15.6184,-0.0071,15.8794,-15.8791
2.2000,0,gripper_right_sensor_3,0,0,0.4771,0.0838,0.0101,-0.7028,0.7053,0.0522,-0.0760,0.1603,-0.8733,0.0004,0.8879,-0.8879
2.2000,0,gripper_right_sensor_4,0,0,0.4864,0.0855,0.0097,-0.7028,0.7053,0.0522,-0.0760,2.0691,-11.2710,0.0047,11.4593,-11.4591
2.4000,0,gripper_left_sensor_1,0,0,0.4919,0.0016,0.0199,0.7066,0.7046,0.0551,0.0349,-0.0015,0.0114,-0.0000,0.0115,-0.0115
2.4000,0,gripper_left_sensor_3,0,0,0.4917,0.0016,0.0104,0.7066,0.7046,0.0551,0.0349,-0.4322,3.2291,-0.0031,3.2579,-3.2578
2.4000,0,gripper_left_sensor_4,0,0,0.5011,0.0028,0.0101,0.7066,0.7046,0.0551,0.0349,-1.8796,13.9286,-0.0057,14.0549,-14.0543
2.4000,0,gripper_right_sensor_2,0,0,0.4907,0.0865,0.0196,-0.7046,0.7066,0.0349,-0.0551,0.0168,-0.1197,0.0001,0.1209,-0.1209
2.4000,0,gripper_right_sensor_4,0,0,0.4904,0.0865,0.0101,-0.7046,0.7066,0.0349,-0.0551,1.5885,-12.4362,0.0202,12.5373,-12.5370
2.6000,0,gripper_left_sensor_3,0,0,0.4904,0.0022,0.0112,0.7077,0.7058,0.0276,0.0127,-0.0636,1.0789,-0.0022,1.0808,-1.0807
2.6000,0,gripper_left_sensor_4,0,0,0.4999,0.0028,0.0110,0.7077,0.7058,0.0276,0.0127,-1.0553,17.7388,-0.0256,17.7701,-17.7697
2.6000,0,gripper_right_sensor_4,0,0,0.4951,0.0876,0.0108,-0.7058,0.7077,0.0127,-0.0276,0.8031,-13.6269,0.0273,13.6506,-13.6503
2.8000,0,gripper_left_sensor_3,0,0,0.4896,0.0027,0.0115,0.7080,0.7060,0.0176,0.0049,-0.0115,0.3546,-0.0009,0.3548,-0.3548
2.8000,0,gripper_left_sensor_4,0,0,0.4991,0.0030,0.0113,0.7080,0.7060,0.0176,0.0049,-0.6138,18.6167,-0.0357,18.6268,-18.6264
2.8000,0,gripper_right_sensor_3,0,0,0.4869,0.0879,0.0112,-0.7060,0.7080,0.0049,-0.0176,0.0023,-0.0710,0.0002,0.0710,-0.0710
2.8000,0,gripper_right_sensor_4,0,0,0.4964,0.0882,0.0111,-0.7060,0.7080,0.0049,-0.0176,0.4578,-14.1229,0.0350,14.1304,-14.1301
3.0000,0,gripper_left_sensor_3,0,0,0.4891,0.0033,0.0116,0.7080,0.7060,0.0135,0.0020,-0.0019,0.0840,-0.0002,0.0840,-0.0840
3.0000,0,gripper_left_sensor_4,0,0,0.4986,0.0035,0.0114,0.7080,0.7060,0.0135,0.0020,-0.4196,18.4417,-0.0372,18.4465,-18.4461
3.0000,0,gripper_right_sensor_3,0,0,0.4872,0.0883,0.0113,-0.7060,0.7080,0.0020,-0.0135,0.0090,-0.4061,0.0010,0.4062,-0.4062
3.0000,0,gripper_right_sensor_4,0,0,0.4968,0.0886,0.0112,-0.7060,0.7080,0.0020,-0.0135,0.3102,-14.0020,0.0360,14.0054,-14.0052
3.2000,0,gripper_left_sensor_4,0,0,0.4984,0.0039,0.0115,0.7080,0.7061,0.0115,0.0008,-0.3364,18.5576,-0.0343,18.5607,-18.5603
3.2000,0,gripper_right_sensor_3,0,0,0.4874,0.0888,0.0114,-0.7061,0.7080,0.0008,-0.0115,0.0100,-0.5721,0.0014,0.5721,-0.5721
3.2000,0,gripper_right_sensor_4,0,0,0.4970,0.0889,0.0113,-0.7061,0.7080,0.0008,-0.0115,0.2527,-14.3971,0.0346,14.3994,-14.3991
3.4000,0,gripper_left_sensor_1,0,0,0.4014,-0.0003,0.0589,0.6579,0.7466,0.0910,-0.0381,-1.4916,30.9459,3.7791,31.2115,-31.2055
3.4000,0,gripper_left_sensor_3,0,0,0.3997,0.0008,0.0496,0.6579,0.7466,0.0910,-0.0381,-9.1070,6.1675,-50.5591,51.7417,-0.0294
3.4000,0,gripper_right_sensor_1,0,0,0.3960,0.0845,0.0702,-0.7466,0.6579,-0.0381,-0.0910,0.1800,-3.4254,-0.3883,3.4520,-3.4511
3.4000,0,gripper_right_sensor_3,0,0,0.3943,0.0856,0.0609,-0.7466,0.6579,-0.0381,-0.0910,0.2891,-5.5026,-0.6237,5.5454,-5.5440
3.6000,0,gripper_left_sensor_2,0,0,0.3698,-0.0441,0.1549,0.5967,0.7793,0.1900,-0.0227,-0.2829,1.4861,0.4486,1.5779,-1.5777
3.6000,0,gripper_right_sensor_1,0,0,0.3487,0.0135,0.1757,-0.7793,0.5967,-0.0227,-0.1900,0.9851,-5.1676,-1.5544,5.4855,-5.4850
3.6000,0,gripper_right_sensor_2,0,0,0.3575,0.0160,0.1732,-0.7793,0.5967,-0.0227,-0.1900,0.4044,-2.1212,-0.6380,2.2516,-2.2514
3.6000,0,gripper_right_sensor_3,0,0,0.3456,0.0155,0.1669,-0.7793,0.5967,-0.0227,-0.1900,0.4260,-2.2347,-0.6722,2.3722,-2.3720
3.6000,0,gripper_right_sensor_4,0,0,0.3545,0.0181,0.1645,-0.7793,0.5967,-0.0227,-0.1900,0.5765,-3.0241,-0.9096,3.2101,-3.2098
3.8000,0,gripper_right_sensor_2,0,0,0.3854,-0.0534,0.3114,-0.7522,0.6343,0.0172,-0.1776,7.3089,-27.2393,-5.7388,28.7808,-28.7799
4.0000,0,gripper_left_sensor_1,0,0,0.4342,-0.1105,0.2430,0.6714,0.7336,0.1033,0.0185,-0.0495,0.2804,0.0304,0.2864,-0.2863
4.0000,0,gripper_left_sensor_3,0,0,0.4330,-0.1098,0.2336,0.6714,0.7336,0.1033,0.0185,-0.4007,2.2718,0.2459,2.3200,-2.3198
4.0000,0,gripper_left_sensor_4,0,0,0.4423,-0.1081,0.2325,0.6714,0.7336,0.1033,0.0185,-4.1049,23.2710,2.5193,23.7642,-23.7622
4.2000,0,gripper_left_sensor_1,0,0,0.4915,-0.0693,0.1433,0.7087,0.7020,0.0471,0.0518,-0.0171,0.1200,-0.0008,0.1212,-0.1212
4.2000,0,gripper_left_sensor_3,0,0,0.4915,-0.0694,0.1338,0.7087,0.7020,0.0471,0.0518,-0.2903,2.0415,-0.0143,2.0621,-2.0621
4.2000,0,gripper_left_sensor_4,0,0,0.5010,-0.0680,0.1339,0.7087,0.7020,0.0471,0.0518,-2.7286,19.1886,-0.1342,19.3821,-19.3817
4.4000,0,gripper_left_sensor_1,0,0,0.5117,-0.0550,0.1182,0.7267,0.6857,-0.0022,0.0397,-1.3273,13.3233,-0.7275,13.4090,-13.3932
4.4000,0,gripper_left_sensor_2,0,0,0.5212,-0.0545,0.1187,0.7267,0.6857,-0.0022,0.0397,-26.8046,269.0582,-14.6910,270.7889,-270.4702
4.4000,0,gripper_left_sensor_3,0,0,0.5123,-0.0556,0.1087,0.7267,0.6857,-0.0022,0.0397,41.5482,-25.5422,-628.8257,630.7142,-9.8268
4.4000,0,gripper_left_sensor_4,0,0,0.5218,-0.0551,0.1093,0.7267,0.6857,-0.0022,0.0397,19.2717,-11.8475,-291.6741,292.5501,-4.5581
4.4000,0,gripper_right_sensor_4,0,0,0.5171,0.0350,0.1039,-0.6857,0.7267,0.0397,0.0022,2.4571,-24.6633,1.3457,24.8218,-24.7926
4.6000,0,gripper_left_sensor_2,0,0,0.5221,-0.0370,0.1196,0.7302,0.6812,-0.0424,0.0316,95.5224,3.1515,7.3938,95.8599,-4.4378
4.6000,0,gripper_left_sensor_3,0,0,0.5136,-0.0376,0.1092,0.7302,0.6812,-0.0424,0.0316,0.6687,32.8602,-2.2025,32.9408,-32.9401
4.6000,0,gripper_right_sensor_3,0,0,0.5153,0.0490,0.1032,-0.6812,0.7302,0.0316,0.0424,-0.0195,-0.9510,0.0647,0.9534,-0.9534
4.6000,0,gripper_right_sensor_4,0,0,0.5248,0.0489,0.1042,-0.6812,0.7302,0.0316,0.0424,-0.0871,-4.2549,0.2895,4.2656,-4.2655
4.8000,0,gripper_left_sensor_1,0,0,0.5176,-0.0195,0.1191,0.7303,0.6788,-0.0764,0.0087,-2364.1719,342.9393,-341.6191,2413.2178,-127.5910
4.8000,0,gripper_left_sensor_2,0,0,0.5270,-0.0203,0.1203,0.7303,0.6788,-0.0764,0.0087,1357.2466,-150.1586,66.7557,1367.1584,18.2268
4.8000,0,gripper_left_sensor_3,0,0,0.5187,-0.0202,0.1097,0.7303,0.6788,-0.0764,0.0087,144.7195,-94.8460,-1345.7346,1356.8129,-10.1584
4.8000,0,gripper_left_sensor_4,0,0,0.5281,-0.0211,0.1109,0.7303,0.6788,-0.0764,0.0087,86.2972,-56.5573,-802.4712,809.0772,-6.0575
5.0000,0,gripper_left_sensor_4,0,0,0.4734,-0.0397,0.3848,0.6578,0.6456,-0.2595,0.2885,-1.5259,32.7313,-1.4020,32.7968,-32.7903
5.0000,0,gripper_right_sensor_3,0,0,0.4643,0.0397,0.3754,-0.6456,0.6578,0.2885,0.2595,0.1802,-3.8720,0.1698,3.8799,-3.8791
5.0000,0,gripper_right_sensor_4,0,0,0.4709,0.0402,0.3822,-0.6456,0.6578,0.2885,0.2595,0.1647,-3.5375,0.1551,3.5447,-3.5439
5.2000,0,gripper_left_sensor_3,0,0,0.4633,-0.0380,0.3052,0.6756,0.6625,-0.1986,0.2553,-1.5635,25.5419,-0.9719,25.6082,-25.6063
5.4000,0,gripper_left_sensor_3,0,0,0.4877,-0.0347,0.1699,0.7004,0.6877,-0.0897,0.1689,-0.1509,1.4362,-0.0567,1.4452,-1.4452
5.4000,0,gripper_left_sensor_4,0,0,0.4965,-0.0336,0.1733,0.7004,0.6877,-0.0897,0.1689,-3.1451,29.9349,-1.1828,30.1229,-30.1223
