Timestamp,EnvID,SensorName,ContactID,ContactIndex,PosX,PosY,PosZ,QuatW,QuatX,QuatY,QuatZ,Fx,Fy,Fz,ForceMagnitude,ForceAlongNormal
0.2000,0,gripper_left_sensor_2,0,0,1.5688,-1.2888,0.3096,-0.0306,0.9831,0.0079,0.1803,105.1989,-1.1735,-1.4452,105.2154,38.5221
0.2000,0,gripper_left_sensor_4,0,0,1.5688,-1.2988,0.3096,-0.0306,0.9831,0.0079,0.1803,469.4789,-21.0113,10.5617,470.0675,155.0489
0.2000,0,gripper_right_sensor_4,0,0,1.5667,-1.2190,0.3142,-0.0306,0.9831,0.0079,0.1803,1272.8379,-14.1986,-17.4854,1273.0371,466.0924
0.2000,1,gripper_left_sensor_2,0,0,1.5688,1.2112,0.3096,-0.0306,0.9831,0.0079,0.1803,105.1989,-1.1735,-1.4452,105.2154,38.5221
0.2000,1,gripper_left_sensor_4,0,0,1.5688,1.2012,0.3096,-0.0306,0.9831,0.0079,0.1803,469.4789,-21.0113,10.5617,470.0675,155.0489
0.2000,1,gripper_right_sensor_4,0,0,1.5667,1.2810,0.3142,-0.0306,0.9831,0.0079,0.1803,1272.8379,-14.1986,-17.4854,1273.0371,466.0924
0.2000,2,gripper_left_sensor_2,0,0,-0.9312,-1.2888,0.3096,-0.0306,0.9831,0.0079,0.1803,105.1335,-1.1728,-1.4446,105.1500,38.4981
0.2000,2,gripper_left_sensor_4,0,0,-0.9312,-1.2988,0.3096,-0.0306,0.9831,0.0079,0.1803,469.4725,-21.0113,10.5600,470.0611,155.0467
0.2000,2,gripper_right_sensor_4,0,0,-0.9333,-1.2190,0.3142,-0.0306,0.9831,0.0079,0.1803,1272.7234,-14.1979,-17.4881,1272.9227,466.0502
0.2000,3,gripper_left_sensor_2,0,0,-0.9312,1.2112,0.3096,-0.0306,0.9831,0.0079,0.1803,105.1335,-1.1728,-1.4446,105.1500,38.4981
0.2000,3,gripper_left_sensor_4,0,0,-0.9312,1.2012,0.3096,-0.0306,0.9831,0.0079,0.1803,469.4725,-21.0113,10.5600,470.0611,155.0467
0.2000,3,gripper_right_sensor_4,0,0,-0.9333,1.2810,0.3142,-0.0306,0.9831,0.0079,0.1803,1272.7234,-14.1979,-17.4881,1272.9227,466.0502
0.4000,0,gripper_left_sensor_2,0,0,1.5759,-1.3098,0.3190,-0.1541,0.9674,-0.0363,0.1978,274.9049,-8.8334,18.6978,275.6816,89.4024
0.4000,1,gripper_left_sensor_2,0,0,1.5772,1.1956,0.3190,-0.1647,0.9649,-0.0383,0.2007,331.2113,-10.8019,23.7852,332.2399,108.6114
0.4000,2,gripper_left_sensor_2,0,0,-0.9237,-1.2873,0.3267,-0.1096,0.9722,-0.0474,0.2016,251.7883,-19.4123,15.6992,253.0230,83.5038
0.4000,2,gripper_right_sensor_4,0,0,-0.9199,-1.2196,0.3453,-0.1096,0.9722,-0.0474,0.2016,393.3911,-30.3295,24.5282,395.3203,130.4653
0.4000,3,gripper_left_sensor_2,0,0,-0.9233,1.2072,0.3260,-0.1279,0.9696,-0.0476,0.2033,451.0786,-30.9126,30.5088,453.1648,149.2686
0.4000,3,gripper_right_sensor_4,0,0,-0.9200,1.2742,0.3474,-0.1279,0.9696,-0.0476,0.2033,280.9560,-19.2540,19.0026,282.2554,92.9725
0.6000,1,gripper_right_sensor_4,0,0,1.4743,1.1638,0.4439,-0.1925,0.9209,0.2914,0.1730,64.8926,48.3017,11.6197,81.7259,25.3369
0.6000,2,gripper_left_sensor_1,0,0,-0.9542,-1.2408,0.2812,-0.1852,0.9685,-0.1128,0.1221,-2046.3501,273.5439,-1217.8719,2396.9956,619.1277
0.6000,2,gripper_right_sensor_2,0,0,-0.9503,-1.1683,0.3121,-0.1852,0.9685,-0.1128,0.1221,3439.9685,4093.1897,-11144.5049,12360.7275,12360.7285
0.6000,2,gripper_right_sensor_4,0,0,-0.9503,-1.1783,0.3121,-0.1852,0.9685,-0.1128,0.1221,14008.3174,251.1512,1362.1282,14076.6270,2753.5540
0.6000,3,gripper_right_sensor_2,0,0,-0.9509,1.3110,0.3207,-0.2356,0.9567,-0.1152,0.1260,2058.2358,2938.2136,-5971.2437,6966.0024,6966.0015
0.6000,3,gripper_right_sensor_3,0,0,-0.9409,1.3010,0.3207,-0.2356,0.9567,-0.1152,0.1260,5635.7065,-23.7888,696.6016,5678.6450,1058.0155
0.6000,3,gripper_right_sensor_4,0,0,-0.9509,1.3010,0.3207,-0.2356,0.9567,-0.1152,0.1260,1687.2709,2408.6465,-4895.0200,5710.4888,5710.4883
0.8000,0,gripper_left_sensor_1,0,0,1.5976,-1.3861,0.4793,-0.0790,0.9463,0.2795,0.1419,-140.7606,-81.6565,-114.5431,199.0011,58.2322
0.8000,0,gripper_right_sensor_1,0,0,1.5535,-1.3196,0.4849,-0.0790,0.9463,0.2795,0.1419,-134.7403,-78.1641,-109.6441,190.4900,55.7416
0.8000,2,gripper_left_sensor_1,0,0,-0.9195,-1.2699,0.3304,-0.0707,0.9558,0.2553,0.1272,-186.9975,-100.7792,-143.8183,256.5311,78.8286
0.8000,2,gripper_right_sensor_1,0,0,-0.9600,-1.2011,0.3360,-0.0707,0.9558,0.2553,0.1272,-205.9235,-110.9791,-158.3742,282.4947,86.8068
0.8000,3,gripper_left_sensor_4,0,0,-0.9361,1.1686,0.3589,-0.1849,0.9711,-0.0075,0.1510,105.4221,7.1994,-6.1255,105.8451,39.2092
0.8000,3,gripper_right_sensor_4,0,0,-0.9394,1.2431,0.3878,-0.1849,0.9711,-0.0075,0.1510,173.3157,11.8359,-10.0703,174.0110,64.4606
1.0000,2,gripper_left_sensor_1,0,0,-0.8965,-1.2728,0.3549,-0.0709,0.9714,0.1816,0.1358,-273.6938,-85.4473,-207.6207,353.9998,116.7157
1.0000,2,gripper_right_sensor_1,0,0,-0.9262,-1.1989,0.3620,-0.0709,0.9714,0.1816,0.1358,-99.0511,-30.9238,-75.1389,128.1142,42.2399
1.0000,3,gripper_left_sensor_2,0,0,-0.9194,1.1471,0.4495,-0.1323,0.9804,-0.0331,0.1420,77.1040,0.1201,-6.1580,77.3496,27.8647
1.0000,3,gripper_right_sensor_2,0,0,-0.9172,1.2242,0.4710,-0.1323,0.9804,-0.0331,0.1420,72.5564,0.1130,-5.7948,72.7876,26.2212
1.2000,0,gripper_left_sensor_1,0,0,1.5813,-1.4300,0.6229,0.0893,0.9705,0.1490,0.1669,-132.2064,-59.4429,-100.0630,176.1380,53.8889
1.2000,0,gripper_right_sensor_1,0,0,1.5605,-1.3548,0.6051,0.0893,0.9705,0.1490,0.1669,-171.6965,-77.1985,-129.9519,228.7505,69.9856
1.2000,1,gripper_left_sensor_1,0,0,1.5504,1.0830,0.6580,0.0798,0.9713,0.1715,0.1442,-156.1190,-74.7367,-106.0526,202.9923,60.1628
1.2000,1,gripper_right_sensor_1,0,0,1.5256,1.1573,0.6417,0.0798,0.9713,0.1715,0.1442,-174.1652,-83.3756,-118.3114,226.4566,67.1171
1.2000,2,gripper_left_sensor_1,0,0,-0.8748,-1.2846,0.3687,-0.0791,0.9822,0.1100,0.1303,-340.7281,-40.5434,-239.7795,418.6092,139.9294
1.2000,3,gripper_right_sensor_4,0,0,-0.9028,1.2063,0.5506,-0.0558,0.9841,0.0023,0.1688,127.4001,3.5465,-0.3402,127.4499,43.0135
1.4000,0,gripper_right_sensor_4,0,0,1.5232,-1.3677,0.6493,0.1324,0.9729,0.0618,0.1794,69.8475,6.1391,2.5052,70.1615,21.8201
